temperature,humidity,solar_global,solar_diffuse
10:14:09,67.64,71,31.1215,22.7605
10:14:10,70.52,66,15.6072,15.6072
10:14:11,73.4,62,22.9463,22.6676
10:14:12,76.28,58,10.1261,10.1261
10:14:13,77.36,54,5.3882,5.3882
10:14:14,78.44,50,16.5362,16.4433
10:14:15,79.52,47,23.5037,18.0226
10:14:16,77,55,9.6616,8.8255
10:14:17,74.48,63,1.1148,1.1148
10:14:18,71.96,74,0,0
10:14:19,69.62,78,0,0
10:14:20,67.46,83,0,0
10:14:21,65.12,88,0,0
10:14:22,64.58,89,0,0
10:14:23,63.86,90,0,0
10:15:00,63.32,91,0,0
10:15:01,62.42,92,0,0
10:15:02,61.34,93,0,0
10:15:03,60.44,94,0,0
10:15:04,60.62,94,0,0
10:15:05,60.62,94,0,0
10:15:06,60.8,94,0,0
10:15:07,63.32,92,9.5687,6.8746
10:15:08,65.66,90,18.4871,15.2356
10:15:09,68.18,88,46.3571,10.4048
10:15:10,70.88,77,54.7181,16.9078
10:15:11,73.58,67,66.0519,11.148
10:15:12,76.28,59,66.7022,11.6125
10:15:13,74.66,63,57.4122,17.3723
10:15:14,73.22,52,48.9583,13.4705
10:15:15,71.6,50,25.6404,17.9297
10:15:16,70.16,52,19.2303,6.1314
10:15:17,68.9,79,0.8361,0.8361
10:15:18,67.46,82,0,0
10:15:19,67.46,83,0,0
10:15:20,67.28,84,0,0
10:15:21,67.28,85,0,0
10:15:22,66.56,87,0,0
10:15:23,66.02,88,0,0
10:16:00,65.3,90,0,0
10:16:01,65.3,90,0,0
10:16:02,65.12,89,0,0
10:16:03,65.12,89,0,0
10:16:04,64.4,89,0,0
10:16:05,63.68,88,0,0
10:16:06,62.96,88,0,0
10:16:07,62.96,89,7.0604,6.1314
10:16:08,62.96,91,15.9788,14.1208
10:16:09,62.96,92,27.2197,22.296
10:16:10,62.96,93,16.2575,16.2575
10:16:11,62.96,95,34.373,30.0067
10:16:12,62.96,96,64.4726,12.077
10:16:13,63.32,93,23.6895,23.0392
10:16:14,63.68,91,24.0611,22.2031
10:16:15,64.04,88,31.2144,13.5634
10:16:16,63.5,88,16.722,7.3391
10:16:17,63.14,88,0.2787,0.2787
10:16:18,62.6,88,0,0
10:16:19,62.42,89,0,0
10:16:20,62.06,90,0,0
10:16:21,61.88,90,0,0
10:16:22,61.7,90,0,0
10:16:23,61.7,89,0,0
10:17:00,61.52,89,0,0
10:17:01,60.62,91,0,0
10:17:02,59.9,94,0,0
10:17:03,59,96,0,0
10:17:04,59,96,0,0
10:17:05,59,96,0,0
10:17:06,59,96,0,0
10:17:07,60.98,89,11.148,5.4811
10:17:08,62.78,83,29.5422,8.1752
10:17:09,64.76,77,44.0346,11.2409
10:17:10,67.46,71,56.2974,11.7983
10:17:11,70.34,65,63.7294,11.6125
10:17:12,73.04,60,62.6146,14.4924
10:17:13,74.3,56,54.6252,18.58
10:17:14,75.74,53,37.8103,22.7605
10:17:15,77,50,29.0777,15.0498
10:17:16,74.3,55,15.3285,8.0823
10:17:17,71.78,61,0.8361,0.8361
10:17:18,69.08,68,0,0
10:17:19,66.74,73,0,0
10:17:20,64.58,79,0,0
10:17:21,62.24,86,0,0
10:17:22,61.16,88,0,0
10:17:23,60.08,91,0,0
10:18:00,59,93,0,0
10:18:01,58.28,93,0,0
10:18:02,51.8,93,0,0
10:18:03,56.84,93,0,0
10:18:04,56.66,93,0,0
10:18:05,56.3,93,0,0
10:18:06,56.12,93,0,0
10:18:07,53.24,86,11.0551,5.1095
10:18:08,63.14,80,28.3345,8.8255
10:18:09,66.56,74,42.8269,12.3557
10:18:10,68.9,66,47.6577,22.2031
10:18:11,71.42,58,42.6411,30.4712
10:18:12,73.76,52,54.4394,24.2469
10:18:13,70.7,56,60.8495,9.4758
10:18:14,67.46,62,35.4878,23.3179
10:18:15,64.4,67,33.444,9.5687
10:18:16,64.22,71,14.4924,8.1752
10:18:17,64.22,75,0.3716,0.3716
10:18:18,64.04,80,0,0
10:18:19,63.32,81,0,0
10:18:20,62.78,82,0,0
10:18:21,62.06,83,0,0
10:18:22,62.06,83,0,0
10:18:23,61.88,83,0,0
10:19:00,61.88,83,0,0
10:19:01,61.16,85,0,0
10:19:02,60.44,87,0,0
10:19:03,59.72,89,0,0
10:19:04,59.36,90,0,0
10:19:05,59,90,0,0
10:19:06,58.64,91,0,0
10:19:07,61.52,83,5.8527,5.3882
10:19:08,64.4,76,12.7273,12.077
10:19:09,67.28,70,11.3338,11.3338
10:19:10,68.9,67,41.6192,26.012
10:19:11,70.7,63,57.3193,19.2303
10:19:12,72.32,60,60.8495,15.5143
10:19:13,72.86,59,54.811,16.5362
10:19:14,73.22,57,48.4938,10.3119
10:19:15,73.76,56,33.1653,9.29
10:19:16,71.78,59,15.5143,7.0604
10:19:17,69.62,63,0.4645,0.4645
10:19:18,67.64,67,0,0
10:19:19,66.02,70,0,0
10:19:20,64.58,74,0,0
10:19:21,62.96,78,0,0
10:19:22,62.24,81,0,0
10:19:23,61.52,84,0,0
10:20:00,60.8,87,0,0
10:20:01,60.26,88,0,0
10:20:02,59.9,88,0,0
10:20:03,59.36,89,0,0
10:20:04,58.82,90,0,0
10:20:05,58.1,91,0,0
10:20:06,57.56,91,0,0
10:20:07,60.26,85,2.787,2.787
10:20:08,63.14,79,2.787,2.787
10:20:09,65.84,73,17.3723,16.9078
10:20:10,67.82,68,21.4599,20.9954
10:20:11,69.98,64,33.8156,29.1706
10:20:12,71.96,60,38.5535,30.4712
10:20:13,71.6,62,39.2038,27.9629
10:20:14,71.24,64,42.1766,17.0936
10:20:15,70.88,66,18.8587,16.1646
10:20:16,69.98,67,9.1971,8.0823
10:20:17,68.9,68,0,0
10:20:18,68,69,0,0
10:20:19,67.1,71,0,0
10:20:20,66.38,74,0,0
10:20:21,65.48,77,0,0
10:20:22,64.94,79,0,0
10:20:23,64.58,80,0,0
10:21:00,64.04,82,0,0
10:21:01,63.68,83,0,0
10:21:02,63.14,85,0,0
10:21:03,62.78,86,0,0
10:21:04,63.14,77,0,0
10:21:05,63.68,69,0,0
10:21:06,64.04,62,0,0
10:21:07,65.84,82,0.929,0.929
10:21:08,67.82,56,11.8912,11.4267
10:21:09,69.62,53,27.5913,21.2741
10:21:10,71.24,47,29.3564,25.7333
10:21:11,72.86,41,38.4606,29.9138
10:21:12,74.48,36,47.1932,28.1487
10:21:13,74.3,35,48.0293,22.8534
10:21:14,74.12,34,43.2914,15.1427
10:21:15,73.94,33,31.0286,10.3119
10:21:16,72.5,37,14.1208,7.0604
10:21:17,70.88,42,0,0
10:21:18,69.44,48,0,0
10:21:19,67.28,52,0,0
10:21:20,65.3,57,0,0
10:21:21,63.14,62,0,0
10:21:22,63.14,61,0,0
10:21:23,63.32,60,0,0
10:22:00,63.32,59,0,0
10:22:01,63.68,63,0,0
10:22:02,64.04,67,0,0
10:22:03,64.4,72,0,0
10:22:04,63.68,72,0,0
10:22:05,62.96,72,0,0
10:22:06,62.24,72,0,0
10:22:07,61.34,78,9.5687,4.9237
10:22:08,60.26,85,26.6623,8.9184
10:22:09,59.36,73,41.3405,12.077
10:22:10,64.94,66,54.9968,10.7764
10:22:11,70.7,47,60.7566,12.1699
10:22:12,76.28,34,61.9643,11.9841
10:22:13,76.28,33,56.0187,12.5415
10:22:14,76.28,33,40.876,17.9297
10:22:15,76.28,32,30.3783,11.0551
10:22:16,74.66,34,14.5853,6.503
10:22:17,72.86,35,0,0
10:22:18,71.24,37,0,0
10:22:19,69.44,41,0,0
10:22:20,67.64,46,0,0
10:22:21,65.84,51,0,0
10:22:22,65.48,50,0,0
10:22:23,65.12,49,0,0
10:23:00,64.76,48,0,0
10:23:01,61.7,54,0,0
10:23:02,58.46,62,0,0
10:23:03,55.4,70,0,0
10:23:04,55.04,72,0,0
10:23:05,54.68,74,0,0
10:23:06,54.32,76,0,0
10:23:07,58.46,67,4.4592,4.2734
10:23:08,62.78,60,10.1261,9.9403
10:23:09,66.92,53,26.2907,20.9025
10:23:10,69.8,47,31.586,26.1978
10:23:11,72.68,42,38.6464,29.5422
10:23:12,75.56,38,40.876,29.9138
10:23:13,76.64,36,24.0611,23.0392
10:23:14,77.72,34,25.083,21.9244
10:23:15,78.8,32,30.657,9.6616
10:23:16,76.46,38,14.9569,5.6669
10:23:17,73.94,46,0,0
10:23:18,71.6,55,0,0
10:23:19,69.44,59,0,0
10:23:20,67.28,64,0,0
10:23:21,65.12,69,0,0
10:23:22,64.58,68,0,0
10:23:23,63.86,66,0,0
10:24:00,63.32,65,0,0
10:24:01,62.42,66,0,0
10:24:02,61.7,68,0,0
10:24:03,60.8,69,0,0
10:24:04,60.26,74,0,0
10:24:05,59.54,79,0,0
10:24:06,59,85,0,0
10:24:07,62.42,74,9.5687,4.5521
10:24:08,66.02,65,26.6623,8.4539
10:24:09,69.44,57,41.6192,11.5196
10:24:10,73.76,53,54.5323,11.148
10:24:11,78.08,49,60.5708,12.3557
10:24:12,82.4,45,61.4069,12.3557
10:24:13,83.12,45,56.669,11.6125
10:24:14,83.84,44,47.1003,9.9403
10:24:15,84.56,44,31.6789,8.9184
10:24:16,82.22,46,14.2137,6.0385
10:24:17,80.06,49,0,0
10:24:18,77.72,52,0,0
10:24:19,74.66,56,0,0
10:24:20,71.78,61,0,0
10:24:21,68.72,66,0,0
10:24:22,68,67,0,0
10:24:23,67.28,69,0,0
10:25:00,66.56,70,0,0
10:25:01,66.74,70,0,0
10:25:02,66.74,69,0,0
10:25:03,66.92,69,0,0
10:25:04,66.2,70,0,0
10:25:05,65.66,71,0,0
10:25:06,64.94,71,0,0
10:25:07,59.9,64,9.4758,4.2734
10:25:08,71.78,58,26.2907,8.4539
10:25:09,75.2,53,41.1547,11.7054
10:25:10,77.18,50,54.1607,11.4267
10:25:11,79.34,48,60.1063,12.7273
10:25:12,81.32,46,61.2211,12.2628
10:25:13,81.86,46,56.2045,11.7983
10:25:14,82.58,45,46.8216,9.8474
10:25:15,83.12,45,31.4002,8.7326
10:25:16,80.42,49,14.0279,5.9456
10:25:17,77.9,54,0,0
10:25:18,75.2,59,0,0
10:25:19,73.04,63,0,0
10:25:20,71.06,67,0,0
10:25:21,68.9,71,0,0
10:25:22,67.82,74,0,0
10:25:23,66.56,78,0,0
10:26:00,65.48,81,0,0
10:26:01,64.58,84,0,0
10:26:02,63.68,86,0,0
10:26:03,62.78,89,0,0
10:26:04,62.24,88,0,0
10:26:05,61.7,88,0,0
10:26:06,61.16,87,0,0
10:26:07,64.22,80,6.0385,4.9237
10:26:08,67.1,74,19.2303,13.1918
10:26:09,70.16,68,43.1056,8.5468
10:26:10,72.68,63,46.1713,20.3451
10:26:11,75.2,58,56.7619,16.3504
10:26:12,77.72,53,50.6305,24.5256
10:26:13,78.26,56,53.6033,14.2137
10:26:14,78.62,58,27.5913,22.296
10:26:15,79.16,61,31.8647,7.7107
10:26:16,77,65,11.3338,7.2462
10:26:17,74.66,69,0,0
10:26:18,72.5,74,0,0
10:26:19,70.52,79,0,0
10:26:20,68.54,86,0,0
10:26:21,66.56,92,0,0
10:26:22,65.66,93,0,0
10:26:23,64.58,93,0,0
10:27:00,63.68,94,0,0
10:27:01,64.4,93,0,0
10:27:02,57.92,93,0,0
10:27:03,57.74,93,0,0
10:27:04,57.74,92,0,0
10:27:05,57.56,91,0,0
10:27:06,56.84,90,0,0
10:27:07,57.38,88,2.4154,2.4154
10:27:08,65.3,86,18.2084,12.9131
10:27:09,65.48,84,32.7008,18.3942
10:27:10,69.26,60,18.2084,18.0226
10:27:11,72.86,68,5.2024,5.2024
10:27:12,76.64,62,17.9297,17.9297
10:27:13,77.72,59,31.1215,26.2907
10:27:14,78.8,56,5.8527,5.8527
10:27:15,79.88,54,16.9078,14.6782
10:27:16,76.64,63,6.9675,6.4101
10:27:17,73.4,75,0,0
10:27:18,70.16,88,0,0
10:27:19,68.9,90,0,0
10:27:20,67.46,92,0,0
10:27:21,66.2,94,0,0
10:27:22,65.66,93,0,0
10:27:23,64.94,93,0,0
10:28:00,64.4,92,0,0
10:28:01,64.58,92,0,0
10:28:02,64.94,92,0,0
10:28:03,65.12,92,0,0
10:28:04,65.12,90,0,0
10:28:05,65.12,88,0,0
10:28:06,65.12,86,0,0
10:28:07,65.66,85,5.8527,4.7379
10:28:08,66.38,84,26.8481,6.9675
10:28:09,66.92,83,36.9742,15.7001
10:28:10,69.62,75,49.4228,16.5362
10:28:11,72.14,67,57.5051,15.1427
10:28:12,74.84,61,54.0678,20.9954
10:28:13,75.02,60,31.586,26.7552
10:28:14,75.02,60,25.083,21.6457
10:28:15,75.2,59,22.2031,15.2356
10:28:16,72.86,64,8.2681,6.9675
10:28:17,70.7,69,0,0
10:28:18,68.36,74,0,0
10:28:19,66.38,78,0,0
10:28:20,64.58,82,0,0
10:28:21,62.6,86,0,0
10:28:22,62.24,87,0,0
10:28:23,61.88,88,0,0
10:29:00,61.52,89,0,0
10:29:01,62.42,87,0,0
10:29:02,55.4,86,0,0
10:29:03,55.4,84,0,0
10:29:04,55.22,86,0,0
10:29:05,54.5,87,0,0
10:29:06,60.08,89,0,0
10:29:07,54.68,83,8.5468,3.9018
10:29:08,63.86,78,25.3617,8.5468
10:29:09,65.84,73,31.1215,19.9735
10:29:10,69.62,66,37.3458,25.9191
10:29:11,73.22,59,57.4122,15.9788
10:29:12,77,53,59.5489,14.1208
10:29:13,79.34,49,54.5323,13.4705
10:29:14,81.5,46,44.7778,11.2409
10:29:15,83.84,43,28.2416,11.148
10:29:16,79.88,51,13.3776,5.0166
10:29:17,75.92,60,0,0
10:29:18,71.96,72,0,0
10:29:19,69.98,77,0,0
10:29:20,67.82,82,0,0
10:29:21,65.84,88,0,0
10:29:22,65.12,89,0,0
10:29:23,64.4,91,0,0
10:30:00,63.68,92,0,0
10:30:01,56.48,93,0,0
10:30:02,55.58,93,0,0
10:30:03,55.76,94,0,0
10:30:04,61.34,93,0,0
10:30:05,59.9,92,0,0
10:30:06,58.64,91,0,0
10:30:07,55.22,80,1.858,1.858
10:30:08,67.28,71,2.787,2.787
10:30:09,71.6,63,6.5959,6.5959
10:30:10,76.46,53,13.2847,13.2847
10:30:11,81.14,45,20.8096,20.5309
10:30:12,86,38,11.6125,11.6125
10:30:13,87.62,37,11.6125,11.6125
10:30:14,89.06,37,6.1314,6.1314
10:30:15,90.68,36,5.8527,5.8527
10:30:16,86.36,44,3.2515,3.2515
10:30:17,82.04,53,0,0
10:30:18,77.72,64,0,0
10:30:19,74.3,72,0,0
10:30:20,71.06,80,0,0
10:30:21,67.64,90,0,0
10:30:22,66.92,88,0,0
10:30:23,66.2,86,0,0
10:31:00,65.48,84,0,0
10:31:01,64.58,84,0,0
10:31:02,63.5,85,0,0
10:31:03,62.6,85,0,0
10:31:04,62.06,89,0,0
10:31:05,61.34,94,0,0
10:31:06,60.8,98,0,0
10:31:07,62.78,95,7.9894,3.5302
10:31:08,64.94,71,24.4327,7.7107
10:31:09,66.92,70,40.2257,9.5687
10:31:10,69.98,52,51.6524,10.8693
10:31:11,72.86,52,54.4394,16.722
10:31:12,75.92,62,58.7128,11.7983
10:31:13,76.64,63,52.4885,13.006
10:31:14,77.36,63,42.6411,11.2409
10:31:15,78.08,64,28.5203,8.7326
10:31:16,75.2,69,12.6344,4.7379
10:31:17,72.5,75,0,0
10:31:18,68.18,85,0,0
10:31:19,67.64,87,0,0
10:31:20,67.28,88,0,0
10:31:21,64.4,89,0,0
10:31:22,62.06,89,0,0
10:31:23,59.9,88,0,0
11:01:00,56.3,86,0,0
11:01:01,55.4,88,0,0
11:01:02,54.14,86,0,0
11:01:03,53.96,85,0,0
11:01:04,54.68,85,0,0
11:01:05,56.48,79,0,0
11:01:06,57.56,80,0,0
11:01:07,56.3,81,6.9675,3.3444
11:01:08,59.9,75,23.1321,7.6178
11:01:09,63.86,67,38.4606,9.5687
11:01:10,66.38,62,50.9092,9.6616
11:01:11,69.98,59,55.9258,11.9841
11:01:12,72.86,53,56.669,12.077
11:01:13,74.66,46,52.953,10.1261
11:01:14,75.2,45,42.4553,9.5687
11:01:15,74.3,51,27.4055,8.4539
11:01:16,72.86,49,11.6125,4.4592
11:01:17,69.8,57,0,0
11:01:18,66.56,63,0,0
11:01:19,63.68,69,0,0
11:01:20,61.88,74,0,0
11:01:21,61.7,76,0,0
11:01:22,60.8,78,0,0
11:01:23,60.8,77,0,0
11:02:00,60.8,77,0,0
11:02:01,59.9,78,0,0
11:02:02,58.46,81,0,0
11:02:03,58.1,82,0,0
11:02:04,56.48,84,0,0
11:02:05,56.3,84,0,0
11:02:06,54.86,88,0,0
11:02:07,56.66,84,6.8746,3.1586
11:02:08,59.9,77,22.7605,7.8036
11:02:09,62.96,71,38.3677,9.29
11:02:10,66.2,66,50.9092,9.3829
11:02:11,71.78,57,56.2974,11.0551
11:02:12,74.3,54,56.3903,12.077
11:02:13,76.28,50,52.3956,10.4048
11:02:14,76.46,51,42.3624,9.1971
11:02:15,77,48,26.941,8.5468
11:02:16,75.2,51,11.148,4.4592
11:02:17,71.06,67,0,0
11:02:18,68.36,72,0,0
11:02:19,66.56,77,0,0
11:02:20,64.76,80,0,0
11:02:21,63.68,82,0,0
11:02:22,62.6,84,0,0
11:02:23,60.98,86,0,0
11:03:00,59.9,88,0,0
11:03:01,60.08,90,0,0
11:03:02,58.46,91,0,0
11:03:03,58.1,90,0,0
11:03:04,58.1,88,0,0
11:03:05,56.66,89,0,0
11:03:06,55.4,91,0,0
11:03:07,55.58,90,6.3172,3.2515
11:03:08,59.9,83,20.9954,9.0113
11:03:09,63.86,70,37.3458,9.7545
11:03:10,67.28,64,47.5648,12.9131
11:03:11,71.6,59,56.4832,10.0332
11:03:12,75.2,52,57.0406,10.4048
11:03:13,79.16,44,52.3027,9.7545
11:03:14,79.88,45,41.805,9.1971
11:03:15,80.6,46,26.6623,8.361
11:03:16,76.1,58,10.7764,4.3663
11:03:17,75.2,54,0,0
11:03:18,72.5,64,0,0
11:03:19,71.06,65,0,0
11:03:20,69.8,69,0,0
11:03:21,67.46,74,0,0
11:03:22,65.66,79,0,0
11:03:23,65.3,79,0,0
11:04:00,63.68,76,0,0
11:04:01,62.06,76,0,0
11:04:02,60.8,79,0,0
11:04:03,59.9,79,0,0
11:04:04,60.26,75,0,0
11:04:05,58.46,76,0,0
11:04:06,57.2,76,0,0
11:04:07,56.3,82,1.858,1.858
11:04:08,59.36,74,12.077,10.6835
11:04:09,66.2,56,30.7499,16.0717
11:04:10,70.7,47,45.3352,14.3995
11:04:11,73.76,45,19.7877,19.509
11:04:12,77,43,9.1042,9.1042
11:04:13,79.7,39,36.0452,24.3398
11:04:14,81.68,37,34.5588,16.722
11:04:15,80.96,37,18.7658,13.2847
11:04:16,80.6,39,7.7107,5.574
11:04:17,76.1,53,0,0
11:04:18,72.68,62,0,0
11:04:19,71.06,65,0,0
11:04:20,68.36,73,0,0
11:04:21,66.56,73,0,0
11:04:22,65.3,81,0,0
11:04:23,65.3,80,0,0
11:05:00,64.4,78,0,0
11:05:01,64.58,68,0,0
11:05:02,62.96,72,0,0
11:05:03,62.6,69,0,0
11:05:04,62.6,71,0,0
11:05:05,62.06,71,0,0
11:05:06,62.78,66,0,0
11:05:07,61.7,72,3.1586,2.8799
11:05:08,63.5,69,13.6563,10.9622
11:05:09,64.76,70,3.6231,3.6231
11:05:10,67.46,62,26.4765,22.7605
11:05:11,73.76,52,28.6132,25.2688
11:05:12,77.18,42,50.9092,16.1646
11:05:13,78.26,52,28.799,24.154
11:05:14,78.26,56,23.5037,19.6019
11:05:15,78.08,43,19.2303,13.006
11:05:16,75.2,51,2.0438,2.0438
11:05:17,72.5,61,0,0
11:05:18,70.88,73,0,0
11:05:19,70.16,75,0,0
11:05:20,69.8,75,0,0
11:05:21,68.9,79,0,0
11:05:22,68,79,0,0
11:05:23,67.28,80,0,0
11:06:00,66.2,81,0,0
11:06:01,66.56,80,0,0
11:06:02,65.48,83,0,0
11:06:03,64.76,82,0,0
11:06:04,65.3,80,0,0
11:06:05,66.2,71,0,0
11:06:06,65.3,77,0,0
11:06:07,63.86,80,3.8089,3.0657
11:06:08,64.76,78,18.3013,9.7545
11:06:09,68,67,31.4002,14.6782
11:06:10,69.98,66,45.0565,13.5634
11:06:11,76.46,45,49.0512,17.4652
11:06:12,78.26,41,55.9258,9.1971
11:06:13,77.36,42,44.7778,17.0936
11:06:14,80.6,36,39.7612,9.1971
11:06:15,80.6,32,26.6623,6.6888
11:06:16,77.36,46,4.7379,4.4592
11:06:17,71.06,50,0,0
11:06:18,68.18,51,0,0
11:06:19,67.46,65,0,0
11:06:20,69.8,53,0,0
11:06:21,68.36,56,0,0
11:06:22,68.9,53,0,0
11:06:23,67.1,56,0,0
11:07:00,65.3,60,0,0
11:07:01,63.86,60,0,0
11:07:02,62.6,72,0,0
11:07:03,60.98,75,0,0
11:07:04,59.18,79,0,0
11:07:05,59.36,76,0,0
11:07:06,59.36,75,0,0
11:07:07,58.46,73,1.5793,1.5793
11:07:08,62.6,50,9.6616,9.1971
11:07:09,63.5,43,36.1381,8.4539
11:07:10,64.76,38,48.0293,8.8255
11:07:11,65.66,37,53.6962,10.0332
11:07:12,67.1,34,53.6033,10.9622
11:07:13,68.9,32,49.6086,9.7545
11:07:14,69.26,30,38.9251,9.5687
11:07:15,68.9,31,25.083,7.7107
11:07:16,68,32,9.4758,4.0876
11:07:17,64.4,35,0,0
11:07:18,61.16,42,0,0
11:07:19,59.36,44,0,0
11:07:20,58.28,46,0,0
11:07:21,55.58,52,0,0
11:07:22,55.4,54,0,0
11:07:23,52.88,58,0,0
11:08:00,51.8,59,0,0
11:08:01,50,67,0,0
11:08:02,50,60,0,0
11:08:03,48.56,66,0,0
11:08:04,47.48,69,0,0
11:08:05,46.4,71,0,0
11:08:06,44.96,74,0,0
11:08:07,45.5,74,5.1095,2.5083
11:08:08,52.7,56,21.4599,6.2243
11:08:09,56.66,46,37.5316,7.3391
11:08:10,59.9,39,46.6358,11.0551
11:08:11,61.88,38,54.4394,9.9403
11:08:12,64.4,34,56.8548,7.9894
11:08:13,67.1,29,48.1222,12.5415
11:08:14,66.38,28,41.1547,7.7107
11:08:15,65.3,29,15.8859,12.9131
11:08:16,62.78,31,6.3172,5.1095
11:08:17,60.08,35,0,0
11:08:18,57.56,38,0,0
11:08:19,55.58,42,0,0
11:08:20,53.6,47,0,0
11:08:21,51.8,48,0,0
11:08:22,53.96,44,0,0
11:08:23,53.06,45,0,0
11:09:00,52.88,46,0,0
11:09:01,52.16,46,0,0
11:09:02,52.7,45,0,0
11:09:03,52.16,45,0,0
11:09:04,52.16,43,0,0
11:09:05,51.8,43,0,0
11:09:06,51.08,44,0,0
11:09:07,51.08,43,2.9728,2.6012
11:09:08,52.88,41,21.2741,5.8527
11:09:09,55.76,39,34.7446,9.4758
11:09:10,58.46,35,46.3571,10.219
11:09:11,60.26,34,52.4885,11.2409
11:09:12,62.6,31,53.2317,11.2409
11:09:13,63.5,29,49.0512,10.219
11:09:14,64.4,27,39.018,9.1971
11:09:15,63.86,29,24.2469,8.0823
11:09:16,63.86,28,8.9184,3.9018
11:09:17,60.26,31,0,0
11:09:18,58.1,34,0,0
11:09:19,55.58,38,0,0
11:09:20,54.5,39,0,0
11:09:21,53.6,39,0,0
11:09:22,51.8,44,0,0
11:09:23,50,45,0,0
11:10:00,49.46,47,0,0
11:10:01,45.14,46,0,0
11:10:02,45.68,59,0,0
11:10:03,44.42,54,0,0
11:10:04,47.48,58,0,0
11:10:05,47.66,56,0,0
11:10:06,48.56,57,0,0
11:10:07,49.28,55,1.7651,1.7651
11:10:08,49.1,61,19.2303,7.3391
11:10:09,54.86,45,34.5588,8.9184
11:10:10,63.5,31,45.7997,10.219
11:10:11,68,32,52.3956,10.4977
11:10:12,72.5,32,52.953,10.8693
11:10:13,74.66,37,49.237,9.3829
11:10:14,72.5,39,32.0505,16.6291
11:10:15,69.8,43,22.6676,9.4758
11:10:16,67.46,46,8.2681,4.0876
11:10:17,66.2,48,0,0
11:10:18,65.48,48,0,0
11:10:19,64.4,50,0,0
11:10:20,62.96,53,0,0
11:10:21,61.7,56,0,0
11:10:22,59,62,0,0
11:10:23,58.46,62,0,0
11:11:00,59.18,61,0,0
11:11:01,58.28,63,0,0
11:11:02,56.66,67,0,0
11:11:03,56.66,67,0,0
11:11:04,56.48,66,0,0
11:11:05,55.76,69,0,0
11:11:06,55.76,67,0,0
11:11:07,52.7,75,3.9018,2.3225
11:11:08,58.1,59,19.7877,6.503
11:11:09,62.78,51,29.2635,14.864
11:11:10,65.3,43,45.7997,10.0332
11:11:11,66.56,39,51.095,12.5415
11:11:12,68.36,29,52.4885,11.7054
11:11:13,70.16,26,48.308,10.4048
11:11:14,70.88,26,33.7227,15.0498
11:11:15,70.88,31,20.2522,11.3338
11:11:16,69.08,31,8.6397,3.716
11:11:17,65.66,34,0,0
11:11:18,61.88,39,0,0
11:11:19,59.9,42,0,0
11:11:20,58.28,45,0,0
11:11:21,51.98,46,0,0
11:11:22,55.58,50,0,0
11:11:23,54.86,52,0,0
11:12:00,54.68,52,0,0
11:12:01,53.6,55,0,0
11:12:02,52.16,58,0,0
11:12:03,47.66,60,0,0
11:12:04,46.58,61,0,0
11:12:05,46.4,62,0,0
11:12:06,45.68,61,0,0
11:12:07,44.96,61,2.0438,1.9509
11:12:08,53.6,54,17.5581,8.4539
11:12:09,58.28,48,34.8375,8.361
11:12:10,61.88,43,45.521,10.4048
11:12:11,65.48,39,52.2098,10.6835
11:12:12,68.36,34,52.1169,12.077
11:12:13,70.7,31,48.2151,10.219
11:12:14,71.96,30,37.2529,10.7764
11:12:15,73.76,28,22.296,9.5687
11:12:16,73.4,27,6.1314,4.645
11:12:17,68.36,44,0,0
11:12:18,63.86,48,0,0
11:12:19,60.8,48,0,0
11:12:20,58.28,49,0,0
11:12:21,57.56,54,0,0
11:12:22,53.96,54,0,0
11:12:23,55.4,62,0,0
11:13:00,52.7,68,0,0
11:13:01,52.16,67,0,0
11:13:02,50.9,67,0,0
11:13:03,50.36,65,0,0
11:13:04,51.26,62,0,0
11:13:05,49.46,65,0,0
11:13:06,48.56,67,0,0
11:13:07,50,65,2.0438,1.858
11:13:08,51.8,62,12.6344,9.8474
11:13:09,55.4,56,28.6132,14.2137
11:13:10,61.7,46,44.6849,9.9403
11:13:11,65.66,41,49.8873,11.9841
11:13:12,68.36,38,50.7234,12.077
11:13:13,71.06,35,46.6358,10.6835
11:13:14,72.86,31,36.0452,10.6835
11:13:15,72.86,33,22.2031,8.6397
11:13:16,71.06,35,5.0166,4.2734
11:13:17,66.56,49,0,0
11:13:18,63.5,55,0,0
11:13:19,59,65,0,0
11:13:20,57.56,64,0,0
11:13:21,56.66,68,0,0
11:13:22,55.76,67,0,0
11:13:23,55.4,68,0,0
11:14:00,53.6,69,0,0
11:14:01,52.7,67,0,0
11:14:02,51.98,71,0,0
11:14:03,50,71,0,0
11:14:04,49.1,70,0,0
11:14:05,50.36,68,0,0
11:14:06,49.28,70,0,0
11:14:07,48.38,75,2.1367,1.858
11:14:08,53.6,68,9.1042,8.4539
11:14:09,57.38,57,7.2462,7.2462
11:14:10,61.16,49,10.4048,10.4048
11:14:11,64.4,46,28.799,24.154
11:14:12,67.28,47,8.5468,8.5468
11:14:13,68.9,48,34.0014,22.0173
11:14:14,70.16,42,16.3504,15.5143
11:14:15,71.06,37,18.6729,10.7764
11:14:16,70.7,41,3.0657,2.9728
11:14:17,65.48,48,0,0
11:14:18,60.08,57,0,0
11:14:19,58.1,65,0,0
11:14:20,55.58,72,0,0
11:14:21,54.68,70,0,0
11:14:22,53.06,74,0,0
11:14:23,53.06,70,0,0
11:15:00,53.6,68,0,0
